"text","label","language","alphabet"
"МУП: Ваша лична карта је пријављена као неисправна. Блокирајте и затражите нову: https://mup.gov.rs/licna-karta-blokada","phishing","sr","cyrillic"
"Raiffeisen: Vaš račun je označen za reviziju. Unesite podatke za nastavak: https://raiffeisen.rs/racun-revizija","phishing","sr","latin"
"Рајфајзен: Ваш рачун је означен за ревизију. Унесите податке за наставак: https://raiffeisen.rs/racun-revizija","phishing","sr","cyrillic"
"A1: Vaš broj je prenet u drugu mrežu. Potvrdite ili poništite prenos: https://a1.rs/prenos-mreze-potvrda","phishing","sr","latin"
"А1: Ваш број је пренет у другу мрежу. Потврдите или поништите пренос: https://a1.rs/prenos-mreze-potvrda","phishing","sr","cyrillic"
"Banca Intesa: Detektovana transakcija u inostranstvu. Ako niste vi, blokirajte karticu: https://intesabank.rs/inostranstvo-blokada","phishing","sr","latin"
"Банка Интеза: Детектована трансакција у иностранству. Ако нисте ви, блокирајте картицу: https://intesabank.rs/inostranstvo-blokada","phishing","sr","cyrillic"
"Pošta: Vaš paket čeka na preuzimanje u pošti Vračar. Ponesite ličnu kartu: https://posta.rs/vracar-preuzimanje","phishing","sr","latin"
"Пошта: Ваш пакет чека на преузимање у пошти Врачар. Понесите личну карту: https://posta.rs/vracar-preuzimanje","phishing","sr","cyrillic"
"Telekom: Vaš ruter zahteva ažuriranje firmware-a. Preuzmite najnoviju verziju: https://telekom.rs/ruter-firmware","phishing","sr","latin"
"Телеком: Ваш рутер захтева ажурирање firmware-а. Преузмите најновију верзију: https://telekom.rs/ruter-firmware","phishing","sr","cyrillic"
"OTP: Vaš nalog je privremeno zaključan zbog 3 uzastopna pogrešna pokušaja. Otključajte: https://otp.rs/nalog-otkljucavanje","phishing","sr","latin"
"ОТП: Ваш налог је привремено закључан због 3 узастопна погрешна покушаја. Откључајте: https://otp.rs/nalog-otkljucavanje","phishing","sr","cyrillic"
"NLB: Vaša kreditna kartica dospeva za obnovu. Potvrdite adresu dostave: https://nlb.rs/kartica-obnova","phishing","sr","latin"
"НЛБ: Ваша кредитна картица доспева за обнову. Потврдите адресу доставе: https://nlb.rs/kartica-obnova","phishing","sr","cyrillic"
"Yettel: Vaš ugovor za mobilni internet je promenjen. Pregledajte nove uslove: https://yettel.rs/ugovor-promena","phishing","sr","latin"
"Јеттел: Ваш уговор за мобилни интернет је промењен. Прегледајте нове услове: https://yettel.rs/ugovor-promena","phishing","sr","cyrillic"
"DExpress: Kurir je u blizini. Potvrdite prisustvo da bi dostava bila uspešna: https://dexpress.rs/kurir-blizina","phishing","sr","latin"
"ДЕxпресс: Курир је у близини. Потврдите присуство да би достава била успешна: https://dexpress.rs/kurir-blizina","phishing","sr","cyrillic"
"MUP: Vaša vozačka dozvola je suspendovana zbog nepodmirenih kazni. Plaćanje online: https://mup.gov.rs/vozacka-kazne","phishing","sr","latin"
"МУП: Ваша возачка дозвола је суспендована због неподмирених казни. Плаћање online: https://mup.gov.rs/vozacka-kazne","phishing","sr","cyrillic"
"Raiffeisen: Vaš e-banking je ažuriran. Za nastavak unesite novi PIN: https://raiffeisen.rs/ebanking-pin","phishing","sr","latin"
"Рајфајзен: Ваш е-banking је ажуриран. За наставак унесите нови PIN: https://raiffeisen.rs/ebanking-pin","phishing","sr","cyrillic"
"A1: Vaš SIM je prijavljen kao duplikat. Blokirajte stari i aktivirajte novi: https://a1.rs/sim-duplikat","phishing","sr","latin"
"А1: Ваш СИМ је пријављен као дупликат. Блокирајте стари и активирајте нови: https://a1.rs/sim-duplikat","phishing","sr","cyrillic"
"Banca Intesa: Vaš račun je označen za privremenu verifikaciju. Potvrdite identitet: https://intesabank.rs/verifikacija-privremena","phishing","sr","latin"
"Банка Интеза: Ваш рачун је означен за привремену верификацију. Потврдите идентитет: https://intesabank.rs/verifikacija-privremena","phishing","sr","cyrillic"
"Pošta: Vaša pošiljka je preusmerena zbog greške u adresi. Ispravite podatke: https://posta.rs/adresa-ispravka","phishing","sr","latin"
"Пошта: Ваша пошиљка је преусмерена због грешке у адреси. Исправите податке: https://posta.rs/adresa-ispravka","phishing","sr","cyrillic"
"Telekom: Vaša pretplata za fiksni telefon ističe. Produžite bez prekida: https://telekom.rs/fiksni-produzenje","phishing","sr","latin"
"Телеком: Ваша претплата за фиксни телефон истиче. Продужите без прекида: https://telekom.rs/fiksni-produzenje","phishing","sr","cyrillic"
"OTP: Vaš nalog je označen za dodatnu zaštitu. Aktivirajte 2FA: https://otp.rs/2fa-aktivacija","phishing","sr","latin"
"ОТП: Ваш налог је означен за додатну заштиту. Активирајте 2FA: https://otp.rs/2fa-aktivacija","phishing","sr","cyrillic"
"NLB: Vaša kartica je prijavljena kao izgubljena. Blokirajte i naručite novu: https://nlb.rs/kartica-izgubljena","phishing","sr","latin"
"НЛБ: Ваша картица је пријављена као изгубљена. Блокирајте и наручите нову: https://nlb.rs/kartica-izgubljena","phishing","sr","cyrillic"
"Yettel: Vaš internet paket je istekao. Produžite za nastavak usluge: https://yettel.rs/internet-produzenje","phishing","sr","latin"
"Јеттел: Ваш интернет пакет је истекао. Продужите за наставак услуге: https://yettel.rs/internet-produzenje","phishing","sr","cyrillic"
"DExpress: Vaš paket je spreman za preuzimanje u centru. Ponesite ID: https://dexpress.rs/centar-preuzimanje","phishing","sr","latin"
"ДЕxпресс: Ваш пакет је спреман за преузимање у центру. Понесите ID: https://dexpress.rs/centar-preuzimanje","phishing","sr","cyrillic"
"MUP: Vaš pasoš ističe za 30 dana. Produžite online bez redova: https://mup.gov.rs/pasoz-produzenje","phishing","sr","latin"
"МУП: Ваш пасош истиче за 30 дана. Продужите online без редова: https://mup.gov.rs/pasoz-produzenje","phishing","sr","cyrillic"
"Raiffeisen: Vaš nalog je označen za sigurnosnu proveru. Potvrdite poslednju transakciju: https://raiffeisen.rs/sigurnosna-provera","phishing","sr","latin"
"Рајфајзен: Ваш налог је означен за сигурносну проверу. Потврдите последњу трансакцију: https://raiffeisen.rs/sigurnosna-provera","phishing","sr","cyrillic"
"A1: Vaš broj je privremeno suspendovan zbog tehničkog održavanja. Potvrdite vraćanje: https://a1.rs/odrzavanje-vracanje","phishing","sr","latin"
"А1: Ваш број је привремено суспендован због техничког одржавања. Потврдите враћање: https://a1.rs/odrzavanje-vracanje","phishing","sr","cyrillic"
"Banca Intesa: Vaša štednja je ažurirana. Za potvrdu novih stopa kliknite: https://intesabank.rs/stednja-stope","phishing","sr","latin"
"Банка Интеза: Ваша штедња је ажурирана. За потврду нових стопа кликните: https://intesabank.rs/stednja-stope","phishing","sr","cyrillic"
"Pošta: Vaša pošiljka je zadržana zbog carinske provere. Unesite fakturu: https://posta.rs/carina-faktura","phishing","sr","latin"
"Пошта: Ваша пошиљка је задржана због царинске провере. Унесите фактуру: https://posta.rs/carina-faktura","phishing","sr","cyrillic"
"Telekom: Vaš broj je prijavljen za spam. Potvrdite da niste vi poslali poruke: https://telekom.rs/spam-potvrda","phishing","sr","latin"
"Телеком: Ваш број је пријављен за spam. Потврдите да нисте ви послали поруке: https://telekom.rs/spam-potvrda","phishing","sr","cyrillic"
"Banca Intesa: Obaveštenje o bezbednosti: Detektovana prijava sa nove lokacije (Novi Sad). Ako ste to vi, nema potrebe za akcijom. Proverite aktivnost: intesabank.rs/aktivnost","legitimate","sr","latin"
"Банка Интеза: Обавештење о безбедности: Детектована пријава са нове локације (Нови Сад). Ако сте то ви, нема потребе за акцијом. Проверите активност: intesabank.rs/aktivnost","legitimate","sr","cyrillic"
"Raiffeisen: Vaša kartica ****2291 korišćena je za online kupovinu od 2.450 RSD. Ako niste vi, blokirajte karticu u aplikaciji.","legitimate","sr","latin"
"Рајфајзен: Ваша картица ****2291 коришћена је за online куповину од 2.450 RSD. Ако нисте ви, блокирајте картицу у апликацији.","legitimate","sr","cyrillic"
"OTP banka: Vaš e-banking nalog je uspešno ažuriran. Nova bezbednosna podešavanja su aktivna. Detalji u sekciji 'Profil'.","legitimate","sr","latin"
"ОТП банка: Ваш е-banking налог је успешно ажуриран. Нова безбедносна подешавања су активна. Детаљи у секцији 'Profil'.","legitimate","sr","cyrillic"
"MTS: Hitno obaveštenje: Vaš broj je privremeno ograničen zbog sumnje na zloupotrebu. Kontaktirajte podršku na 064 123 4567 za verifikaciju.","legitimate","sr","latin"
"МТС: Хитно обавештење: Ваш број је привремено ограничен због сумње на злоупотребу. Контактирајте подршку на 064 123 4567 за верификацију.","legitimate","sr","cyrillic"
"Pošta Srbije: Bezbednosno obaveštenje: Vaš paket RS112233 je zadržan na carini zbog rutinske kontrole. Status pratite na posta.rs","legitimate","sr","latin"
"Пошта Србије: Безбедносно обавештење: Ваш пакет RS112233 је задржан на царини због рутинске контроле. Статус пратите на posta.rs","legitimate","sr","cyrillic"
"A1 Srbija: Vaš račun pokazuje neobičnu potrošnju. Za vašu sigurnost, dodatna verifikacija je potrebna. Pozovite 064 100 100.","legitimate","sr","latin"
"А1 Србија: Ваш рачун показује необичну потрошњу. За вашу сигурност, додатна верификација је потребна. Позовите 064 100 100.","legitimate","sr","cyrillic"
"NLB Komercijalna: Vaša kartica je automatski blokirana nakon 3 neuspela pokušaja PIN-a. Za deblokadu posetite najbližu filijalu.","legitimate","sr","latin"
"НЛБ Комерцијална: Ваша картица је аутоматски блокирана након 3 неуспела покушаја PIN-а. За деблокаду посетите најближу филијалу.","legitimate","sr","cyrillic"
"MUP: Obaveštenje: Vaša lična karta je uspešno registrovana u sistemu. Za preuzimanje dokumenta posetite MUP u radno vreme.","legitimate","sr","latin"
"МУП: Обавештење: Ваша лична карта је успешно регистрована у систему. За преузимање документа посетите МУП у радно време.","legitimate","sr","cyrillic"
"Yettel: Vaš nalog je označen za dodatnu verifikaciju zbog promene uređaja. Potvrdite identitet putem SMS koda koji stiže na vaš broj.","legitimate","sr","latin"
"Јеттел: Ваш налог је означен за додатну верификацију због промене уређаја. Потврдите идентитет путем SMS кода који стиже на ваш број.","legitimate","sr","cyrillic"
"DExpress: Vaša pošiljka DE556677 je privremeno zadržana zbog nepotpune dokumentacije. Dopunite podatke u DExpress aplikaciji.","legitimate","sr","latin"
"ДЕxпресс: Ваша пошиљка DE556677 је привремено задржана због непотпуне документације. Допуните податке у DExpress апликацији.","legitimate","sr","cyrillic"
"Telekom Srbija: Vaš mts nalog je uspešno zaštićen dvofaktorskom autentifikacijom. Svaka prijava će zahtevati SMS potvrdu.","legitimate","sr","latin"
"Телеком Србија: Ваш мтс налог је успешно заштићен двофакторском аутентификацијом. Свака пријава ће захтевати SMS потврду.","legitimate","sr","cyrillic"
"Banca Intesa: Vaša štednja je prebačena na novi račun sa boljim uslovima. Potvrdu transakcije možete pronaći u e-banking istoriji.","legitimate","sr","latin"
"Банка Интеза: Ваша штедња је пребачена на нови рачун са бољим условима. Потврду трансакције можете пронаћи у е-banking историји.","legitimate","sr","cyrillic"
"Raiffeisen: Obaveštenje: Vaša kartica će isteći 12/2026. Nova kartica će biti automatski poslata na vašu adresu. Nema potrebe za akcijom.","legitimate","sr","latin"
"Рајфајзен: Обавештење: Ваша картица ће истећи 12/2026. Нова картица ће бити аутоматски послата на вашу адресу. Нема потребе за акцијом.","legitimate","sr","cyrillic"
"OTP: Vaš token je uspešno resetovan. Novi kodovi se generišu svakih 60 sekundi. Stari token je deaktiviran iz bezbednosnih razloga.","legitimate","sr","latin"
"ОТП: Ваш токен је успешно ресетован. Нови кодови се генеришу сваких 60 секунди. Стари токен је деактивиран из безбедносних разлога.","legitimate","sr","cyrillic"
"Pošta: Vaš paket je vraćen pošiljaocu jer nije preuzet u zakonskom roku. Za ponovnu dostavu kontaktirajte pošiljaoca ili 0700 100 300.","legitimate","sr","latin"
"Пошта: Ваш пакет је враћен пошиљаоцу јер није преузет у законском року. За поновну доставу контактирајте пошиљаоца или 0700 100 300.","legitimate","sr","cyrillic"
"MTS: Vaš broj je uspešno verifikovan nakon privremene suspenzije. Sve usluge su sada ponovo aktivne. Hvala na saradnji.","legitimate","sr","latin"
"МТС: Ваш број је успешно верификован након привремене суспензије. Све услуге су сада поново активне. Хвала на сарадњи.","legitimate","sr","cyrillic"
"A1: Vaša pretplata je ažurirana sa novim uslovima. Promene stupaju na snagu od 01.07.2026. Detalji su dostupni u Moj A1 aplikaciji.","legitimate","sr","latin"
"А1: Ваша претплата је ажурирана са новим условима. Промене ступају на снагу од 01.07.2026. Детаљи су доступни у Мој А1 апликацији.","legitimate","sr","cyrillic"
"NLB: Vaša online transakcija od 8.900 RSD je odobrena nakon dodatne verifikacije. Stanje računa je ažurirano u realnom vremenu.","legitimate","sr","latin"
"НЛБ: Ваша online трансакција од 8.900 RSD је одобрена након додатне верификације. Стање рачуна је ажурирано у реалном времену.","legitimate","sr","cyrillic"
"MUP: Registracija vašeg vozila je uspešno produžena. Nova saobraćajna dozvola je spremna za preuzimanje u MUP odeljenju.","legitimate","sr","latin"
"МУП: Регистрација вашег возила је успешно продужена. Нова саобраћајна дозвола је спремна за преузимање у МУП одељењу.","legitimate","sr","cyrillic"
"Yettel: Vaš ugovor je produžen sa poboljšanim uslovima. Besplatni minuti i SMS poruke su aktivirani odmah. Proverite u aplikaciji.","legitimate","sr","latin"
"Јеттел: Ваш уговор је продужен са побољшаним условима. Бесплатни минути и SMS поруке су активирани одмах. Проверите у апликацији.","legitimate","sr","cyrillic"
"DExpress: Vaša pošiljka je uspešno dostavljena i potpisana od strane primaoca. Elektronska potvrda je poslata na vaš email.","legitimate","sr","latin"
"ДЕxпресс: Ваша пошиљка је успешно достављена и потписана од стране примаоца. Електронска потврда је послата на ваш email.","legitimate","sr","cyrillic"
"Telekom: Vaš ruter je uspešno ažuriran na najnoviji firmware. Ako primetite probleme sa konekcijom, restartujte uređaj.","legitimate","sr","latin"
"Телеком: Ваш рутер је успешно ажуриран на најновији firmware. Ако приметите проблеме са конекцијом, рестартујте уређај.","legitimate","sr","cyrillic"
"Banca Intesa: Vaš kreditni zahtev je odobren. Ugovor je spreman za potpis u najbližoj filijali. Kontaktirajte nas za termin.","legitimate","sr","latin"
"Банка Интеза: Ваш кредитни захтев је одобрен. Уговор је спреман за потпис у најближој филијали. Контактирајте нас за термин.","legitimate","sr","cyrillic"
"Raiffeisen: Vaš nalog je uspešno verifikovan nakon rutinske bezbednosne provere. Sve transakcije su sada ponovo omogućene.","legitimate","sr","latin"
"Рајфајзен: Ваш налог је успешно верификован након рутинске безбедносне провере. Све трансакције су сада поново омогућене.","legitimate","sr","cyrillic"
"OTP: Vaša kartica je deblokirana nakon što ste potvrdili identitet. Za dodatnu sigurnost, preporučujemo promenu PIN-a.","legitimate","sr","latin"
"ОТП: Ваша картица је деблокирана након што сте потврдили идентитет. За додатну сигурност, препоручујемо промену PIN-а.","legitimate","sr","cyrillic"
"Pošta Srbije: Vaš paket je carinjen i spreman za isporuku. Dostava se očekuje u naredna 24h. Pratite status na posta.rs","legitimate","sr","latin"
"Пошта Србије: Ваш пакет је царињен и спреман за испоруку. Достава се очекује у наредна 24h. Пратите статус на posta.rs","legitimate","sr","cyrillic"
"MTS: Vaša pretplata je obnovljena. Novi obračunski period počinje 01.06.2026. Detalji o potrošnji su dostupni u Moj MTS aplikaciji.","legitimate","sr","latin"
"МТС: Ваша претплата је обновљена. Нови обрачунски период почиње 01.06.2026. Детаљи о потрошњи су доступни у Мој МТС апликацији.","legitimate","sr","cyrillic"
"Vaša pošiljka je zadržana na carini. Plaća se carina 150 kn. Kliknite: http://bit.ly/dostava123","phishing","hr","latin"
"Dostava Express: Paket čeka preuzimanje. Doplatite 29 kn za potvrdu adrese: http://dostava-info.net","phishing","hr","latin"
"Obavijest: Vaša narudžba #8832 nije isporučena jer je adresa nepotpuna. Potvrdite ovdje: http://sm-link.xyz","phishing","hr","latin"
"Glovo dostava: Potrebna je doplata za dostavu iznosa 4,50€. Unesite podatke: http://glovo-pay.com","phishing","hr","latin"
"Hrvatska pošta: Paket je spreman. Platite trošak skladištenja od 18 kn prije 24h: http://hp-plati.info","phishing","hr","latin"
"DHL: Vaš paket je označen kao neisporučen. Doplatite 12 kn za ponovnu dostavu: http://dhl-pay.net","phishing","hr","latin"
"Obavijest o dostavi: Kurir vas nije pronašao. Potvrdite novi termin: http://kurir-term.com","phishing","hr","latin"
"Vaša pošiljka čeka u skladištu. Plaća se naknada za čuvanje: http://skladiste-plati.xyz","phishing","hr","latin"
"Dostava paketa #5512 je otkazana. Za površ novca kliknite: http://refund-dostava.net","phishing","hr","latin"
"Pošta HR: Vaš paket je zadržan zbog nepotpunih podataka. Unesite JMBG: http://postahr-prov.com","phishing","hr","latin"
"Vaša kartica je privremeno blokirana zbog sumnjive transakcije. Potvrdite identitet: http://banka-sigurnost.com","phishing","hr","latin"
"Zagrebačka banka: Vaš token je istekao. Ažurirajte podatke unutar 2h kako biste izbjegli blokadu: http://zb-update.net","phishing","hr","latin"
"ERSTE BANKA: Neovlaštena transakcija od 450€ uočena. Odgovorite OVDJE za blokadu: http://erste-verify.com","phishing","hr","latin"
"Vaš račun je ugrožen. Unesite PIN i zadnje 3 znamenke kartice za potvrdu: http://sigurno-banka.com","phishing","hr","latin"
"PBZ: Aktivirajte novu mobilnu aplikaciju klikom na link unutar 12h: http://pbz-app-activate.net","phishing","hr","latin"
"OTP banka: Vaš račun je označen za provjeru. Potvrdite vlasništvo: http://otp-provjera.net","phishing","hr","latin"
"RBA: Mreža je detektirala prijavu s nepoznatog uređaja. Potvrdite pristup: http://rba-sigurno.com","phishing","hr","latin"
"HVB: Vaša štednja je pod rizikom. Zaštitite račun unutar 30 min: http://hvb-zastita.net","phishing","hr","latin"
"Kreditna unija: Neplaćena rata dospijeva danas. Izbjegnite kamate: http://ku-plati.com","phishing","hr","latin"
"Sberbank: Vaš mobilni banking je zaključan. Otključajte ovdje: http://sber-unlock.net","phishing","hr","latin"
"MUP RH: Na vaše ime je zaprimljena kaznena prijava. Preuzmite dokument: http://mup-obavijest.com","phishing","hr","latin"
"Policija: Vaše vozilo je zabilježeno na radarskom uređaju. Platite kaznu s popustom: http://kazna-mup.net","phishing","hr","latin"
"MUP BiH: Putovnica vam ističe za 7 dana. Produžite online: http://mup-bih-obnova.com","phishing","bs","latin"
"Obavijest MUP-a: Registracija vozila istječe sutra. Plaćanje online: http://mup-reg.net","phishing","hr","latin"
"Hitno: MUP je primio zahtjev sa Vašim podacima. Provjerite status: http://mup-provjera.com","phishing","bs","latin"
"MUP: Vaša osobna iskaznica je prijavljena kao izgubljena. Blokirajte online: http://mup-blok.com","phishing","bs","latin"
"Policija RH: Prekršajni nalog je izdan. Plaćanje u roku od 48h: http://prekršaj-mup.net","phishing","hr","latin"
"MUP: Promjena prebivališta zahtijeva potvrdu. Unesite podatke: http://mup-prebivaliste.com","phishing","bs","latin"
"Obavijest: Vozačka dozvola vam je suspendirana. Žalba se podnosi online: http://mup-vozacka.net","phishing","hr","latin"
"MUP: Prijava za izdavanje novog dokumenta. Potvrdite termin: http://mup-term.com","phishing","bs","latin"
"Zagrebački parking: Vaš nalog je neplaćen. Izbjegnite dodatnu kaznu: http://parking-plati.com","phishing","hr","latin"
"Split parking: Prekoračen je limit parkiranja. Doplatite 25 kn sada: http://split-park.net","phishing","hr","latin"
"Parking servis: Vaš automobil je prijavljen za neovlašteno parkiranje. Riješite ovdje: http://parking-servis.com","phishing","hr","latin"
"Osijek parking: Potrebna je registracija vozila. Unesite tablice: http://osijek-park.net","phishing","hr","latin"
"Hitna obavijest: Neplaćeni parking na Z1. Plaćanje u 24h: http://z1-parking.com","phishing","hr","latin"
"Parking Rijeka: Vaša karta nije valjana. Doplatite razliku: http://ri-parking.net","phishing","hr","latin"
"Parkomat: Sustav je zabilježio neispravan unos. Potvrdite plaćanje: http://parkomat-plati.com","phishing","hr","latin"
"Zeleni parking: Vaš bon je istekao. Produžite sada: http://zeleni-park.net","phishing","hr","latin"
"Parking Dubrovnik: Obavijest o prekršaju. Riješite online: http://du-parking.com","phishing","hr","latin"
"Parking servis Varaždin: Neplaćeno parkiranje. Izbjegnite kaznu: http://vz-parking.net","phishing","hr","latin"
"Čestitamo! Osvojili ste iPhone 15. Unesite podatke za dostavu: http://nagrada-dobit.com","phishing","neutral","latin"
"Vaš broj je odabran za nagradnu igru. Preuzmite voucher od 500€: http://voucher-dobit.net","phishing","neutral","latin"
"T-HT nagradna igra: Dobitnik ste! Potvrdite identitet za isplatu: http://t-com-nagrada.com","phishing","hr","latin"
"Super nagrada! Kliknite ovdje i preuzmite besplatni gift card od 200 kn: http://gift-card-free.net","phishing","hr","latin"
"Čestitamo! Osvojili ste putovanje u Tursku. Unesite JMBG za potvrdu: http://putovanje-nagrada.com","phishing","neutral","latin"
"Nagradna igra Konzum: Dobitnik ste vaučera. Unesite podatke: http://konzum-nagrada.net","phishing","hr","latin"
"Lidl nagradna: Vaš kupon čeka preuzimanje. Potvrdite SMS kodom: http://lidl-kupon.com","phishing","neutral","latin"
"Tele2 nagradna igra: Besplatni internet na godinu dana. Aktivirajte ovdje: http://t2-nagrada.net","phishing","hr","latin"
"Muller nagradna: Osvojili ste košaricu. Unesite adresu: http://muller-nagrada.com","phishing","neutral","latin"
"Petrol nagradna: Besplatno gorivo čeka. Potvrdite identitet: http://petrol-nagrada.net","phishing","neutral","latin"
"Zagrebačka banka: Uspješno ste izvršili plaćanje od 150,00 EUR. Novo stanje: 2.450,33 EUR. Hvala na povjerenju.","legitimate","hr","latin"
"PBZ: Vaša kartica ****4521 korištena je za kupnju od 89,50 kn u Konzumu. Ako niste vi, nazovite 01 6300 000.","legitimate","hr","latin"
"ERSTE: Obavijest: Mjesečna naknada za račun iznosi 5,00 EUR. Stanje nakon naknade: 1.230,45 EUR.","legitimate","hr","latin"
"OTP banka: Vaš e-token je uspješno generiran. Valjan je 60 sekundi. Ne dijelite kod s trećim osobama.","legitimate","hr","latin"
"RBA: Plaćanje karticom ****7892 u iznosu od 320,00 kn je odobreno. Stanje: 4.110,22 kn.","legitimate","hr","latin"
"HVB: Vaš trajni nalog za režije je izvršen. Iznos: 78,40 EUR. Datum: 15.05.2024.","legitimate","hr","latin"
"Kreditna unija: Rata kredita dospijeva 20.06.2024. Stanje obveze: 12.450,00 EUR.","legitimate","hr","latin"
"Sberbank: Prijava s novog uređaja. Ako ste to vi, ignorirajte poruku. Inače nazovite podršku.","legitimate","hr","latin"
"Zaba: Mjenica je dospjela. Stanje računa je ažurirano. Detalji u internet bankarstvu.","legitimate","hr","latin"
"PBZ: Odbijena transakcija zbog nedostatka sredstava. Molimo uplatite sredstva ili kontaktirajte banku.","legitimate","hr","latin"
"T-Mobile: Vaš račun za 05/2024 iznosi 45,90 EUR. Rok plaćanja: 15.06.2024. Plaćanje putem aplikacije Moj T-Mobile.","legitimate","hr","latin"
"A1: Potrošnja podataka: 2,4 GB od 10 GB. Dodatni paket možete aktivirati slanjem SMS 'INTERNET' na 1234.","legitimate","hr","latin"
"Telemach: Obavijest: Vaš ugovor o usluzi istječe 30.06.2024. Kontaktirajte nas za produženje ili promjenu paketa.","legitimate","hr","latin"
"Hrvatski Telekom: Vaš broj je uspješno registriran. Dobrodošli u HT mrežu. Za pomoć nazovite 0800 123 456.","legitimate","hr","latin"
"A1: Vaša pretplata je obnovljena. Novi ciklus počinje 01.06.2024. Stanje računa: 0,00 EUR.","legitimate","hr","latin"
"Tomato: Vaša SIM kartica je aktivirana. Početni balans: 0,00 EUR. Uživajte u usluzi.","legitimate","hr","latin"
"T-Mobile: Isključen je roaming za vaš broj. Za aktivaciju pošaljite SMS 'ROAM' na 1234.","legitimate","hr","latin"
"A1: Preusmeravanje poziva je uključeno. Za isključivanje pošaljite SMS 'STOP' na 1234.","legitimate","neutral","latin"
"HT: Vaš Wi-Fi router je ažuriran. Ako imate poteškoća, restartujte uređaj.","legitimate","hr","latin"
"Tomato: Prekoračenje minuta. Dodatni paket aktiviran automatski. Detalji u aplikaciji.","legitimate","hr","latin"
"Hrvatska pošta: Vaš paket s brojem HR123456789 je u dostavi. Očekivana dostava: sutra do 14h. Pratite na: hp.hr/pratipaket","legitimate","hr","latin"
"Glovo: Vaša narudžba je preuzeta od strane kurira. Procijenjeno vrijeme dostave: 25-35 min. Hvala vam!","legitimate","hr","latin"
"DHL Express: Paket #DE987654321 je stigao u vašu zemlju. Carinjenje je u tijeku. Za informacije posjetite dhl.hr","legitimate","hr","latin"
"Wolt: Dostava je stigla na vašu adresu. Ostavite recenziju u aplikaciji i ostvarite popust na sljedeću narudžbu.","legitimate","hr","latin"
"Pošta BiH: Vaš paket je spreman za preuzimanje u poštanskom uredu Sarajevo Centar. Ponesite osobnu iskaznicu.","legitimate","bs","latin"
"DPD: Vaša pošiljka je u sortiranju. Očekivana dostava: 18.05.2024. Pratite status na dpd.hr","legitimate","hr","latin"
"GLS: Paket je predan dostavnom centru. Kontakt kurira: 091 234 5678. Hvala na strpljenju.","legitimate","hr","latin"
"Hrvatska pošta: Obavijest: Paket je vraćen pošiljatelju zbog nepreuzimanja. Kontaktirajte nas za ponovnu dostavu.","legitimate","hr","latin"
"Glovo: Vaša narudžba je otkazana od strane restorana. Iznos je vraćen na račun.","legitimate","hr","latin"
"Wolt: Kurir kasni 10 min zbog gužve. Hvala na razumijevanju. Pratite lokaciju u aplikaciji.","legitimate","hr","latin"
"DPD: Dostava je odgođena za sutra zbog vremenskih uvjeta. Novo vrijeme: 09-14h.","legitimate","hr","latin"
"Hrvatska pošta: Vaša pošiljka je preusmjerena na novu adresu. Potvrda u aplikaciji.","legitimate","hr","latin"
"GLS: Paket je preuzet. Potvrda dostave je zaprimljena. Hvala na povjerenju.","legitimate","hr","latin"
"Wolt: Dostava je uspješno obavljena. Ostavite ocjenu kuriru i ostvarite 10% popusta.","legitimate","hr","latin"
"Glovo: Vaša narudžba je pripremljena. Kurir kreće za 5 min. Hvala na narudžbi!","legitimate","hr","latin"
