id,text,label,language,category,technique,has_link,has_urgency,alphabet
384,Idea: Vaša Idea kartica je uspešno aktivirana. Sada možete skupljati bodove.,legitimate,me,shopping,notification,FALSE,FALSE,latin
385,"AIK Banka: Vaš e-token kod je 558291. Važi 60 sekundi. Nikome ne šaljite ovaj kod, čak ni zaposlenima u banci.",legitimate,sr,unknown,tricky,FALSE,FALSE,latin
386,OTP banka: Vaš račun je označen za provjeru. Potvrdite vlasništvo: http://otp-provjera.net,phishing,hr,bank,impersonation,TRUE,TRUE,latin
387,Čestitamo! Osvojili ste vaučer za Idea market. Unesite podatke.,phishing,sr,reward,false_reward,FALSE,FALSE,latin
388,GLS Hrvatska: Vaša pošiljka je u skladištu u Rijeci. Očekujte dostavu sutra.,legitimate,hr,delivery,notification,FALSE,FALSE,latin
389,Podjite na link i unesite sifru.,phishing,sr,account,ascii_approximation,FALSE,TRUE,latin
390,ОТП банка: Хитно ажурирање података потребно. Рок: 12h: https://otp-update.rs,phishing,sr,bank,urgency,TRUE,TRUE,cyrillic
391,Hipotekarna: Odbijena transakcija zbog nedostatka sredstava. Molimo uplatite ili kontaktirajte banku.,legitimate,me,bank,transaction,FALSE,TRUE,latin
392,Dnevnik.hr: CERT upozorava na smishing – ne dijelite podatke o kartici.,legitimate,hr,media,notice,FALSE,FALSE,latin
393,Пошта Србије: Ваш пакет чека на преузимање у пошти (Београд Центар). Радно време: 08:00-20:00. Понесите личну карту.,legitimate,sr,unknown,tricky,FALSE,FALSE,cyrillic
394,DExpress: Kurir je u blizini. Potvrdite prisustvo da bi dostava bila uspešna: https://dexpress.rs/kurir-blizina,phishing,sr,unknown,unknown,TRUE,FALSE,latin
395,Yettel: Vaš broj će biti ugašen zbog neplaćene fakture. Plaćanje preko sigurnog linka: https://yettel.rs/faktura-platno,phishing,sr,unknown,unknown,TRUE,FALSE,latin
396,Пореска управа: Годишњи обрачун пореза је спреман. Преузмите PDF и потврдите: https://purs.gov.rs/porez-obracun,phishing,sr,unknown,unknown,TRUE,FALSE,cyrillic
397,Glovo: Glovo ne traži podatke o kartici putem SMS-a.,legitimate,sr,delivery,security,FALSE,FALSE,latin
398,Vaš e-banking nalog zahteva hitno ažuriranje. Rok: 12h.,phishing,sr,bank,urgency,FALSE,TRUE,latin
399,Erste: Vaša štednja je ažurirana. Kamatna stopa: 3.2% godišnje. Detalji u aplikaciji.,legitimate,sr,bank,notification,FALSE,FALSE,latin
400,Јеттел: Ваш уговор за мобилни интернет је промењен. Прегледајте нове услове: https://yettel.rs/ugovor-promena,phishing,sr,unknown,unknown,TRUE,FALSE,cyrillic
401,Јеттел: Ваш бонус бодови ће бити уклоњени 30.06.2026. Искористите их сада: https://yettel.rs/bonus-iskoristi,phishing,sr,unknown,unknown,TRUE,FALSE,cyrillic
402,m:tel: Edukacija – smishing napadi. Više na mtel.me/sigurnost.,legitimate,me,telecom,security,FALSE,FALSE,latin
403,Uprava policije CG: Na vaše ime je izdata saobraćajna kazna. Platite s popustom: https://policija-kazne.me,phishing,me,police,threat,TRUE,TRUE,latin
404,Čestitamo! Dobili ste vaučer od 2.000 RSD. Iskoristite.,phishing,sr,reward,false_reward,FALSE,FALSE,latin
405,Platite carinu od 150 RSD da biste preuzeli pošiljku.,phishing,sr,post,urgency,FALSE,FALSE,latin
406,A1: Vaša pretplata je ažurirana sa novim uslovima. Promene stupaju na snagu od 01.07.2026. Detalji su dostupni u Moj A1 aplikaciji.,legitimate,sr,unknown,unknown,FALSE,FALSE,latin
407,"Sparkasse BiH: Ukoliko ste dobili SMS na koji sumnjate, kontaktirajte nas na 033 123 456.",legitimate,bs,bank,security,FALSE,FALSE,latin
408,Hrvatska pošta: Paket HR445821 čeka carinjenje. Doplatite 25 EUR za ubrzanu obradu: https://posta-hr.com/carina,phishing,hr,unknown,tricky,TRUE,FALSE,latin
409,"CK Banka: Vaša kartica ****7892 korištena je za online kupnju od 150,00 EUR. Ako niste Vi, blokirajte u aplikaciji.",legitimate,me,unknown,tricky,FALSE,FALSE,latin
410,Nepodmirena kazna će se udvostručiti ukoliko ne platite danas.,phishing,sr,police,threat,FALSE,FALSE,latin
411,HUB: Hrvatska udruga banaka – savjeti za sigurno korištenje mobilnog bankarstva.,legitimate,hr,bank,security,FALSE,FALSE,latin
412,OTP banka: Vaš nalog je zaključan nakon 3 pogrešna pokušaja. Za otključavanje pozovite 011 655 5555 ili posetite filijalu.,legitimate,sr,unknown,tricky,FALSE,FALSE,latin
413,"Tomato: Vaša SIM kartica je aktivirana. Početni balans: 0,00 EUR. Uživajte u usluzi.",legitimate,hr,telecom,notification,FALSE,FALSE,latin
414,Hitno! Vaš paket je vraćen. Za ponovnu dostavu platite 200 RSD.,phishing,sr,post,urgency,FALSE,TRUE,latin
415,A1: Ostatak interneta: 6.2 GB od 10 GB. Dodatni paket aktivirajte na *123#.,legitimate,sr,telecom,notification,FALSE,FALSE,latin
416,MUP: Obaveštenje - Vaša vozačka dozvola je suspendovana zbog neizmirenih kazni (ukupno 45.000 RSD). Plaćanje na: mup.gov.rs/kazne,phishing,sr,unknown,tricky,FALSE,TRUE,latin
417,"MTS: Vaš račun za jun iznosi 1.890,00 RSD. Plaćanje do 15.07.2026.",legitimate,sr,telecom,bill,FALSE,TRUE,latin
418,MUP je izdao nalog za hapšenje. Proverite status.,phishing,sr,police,threat,FALSE,FALSE,latin
419,MTS: Vaš račun za mart nije plaćen. Isključenje u roku od 24h: https://mts-placanje.net,phishing,sr,telecom,threat,TRUE,TRUE,latin
420,Unesite PIN kod i broj kartice za verifikaciju.,phishing,sr,bank,data_harvesting,FALSE,FALSE,latin
421,Bingo: Hvala na kupovini! Sakupili ste 45 Bingo bodova.,legitimate,bs,shopping,notification,FALSE,FALSE,latin
422,Parking Zagreb: Parking Zagreb ne šalje SMS kazne s linkom.,legitimate,hr,parking,security,FALSE,FALSE,latin
423,ОТП: Генерисан је нови SMS код за пријаву. Важи 120 секунди. Унесите: https://otp.rs/sms-kod-prijava,phishing,sr,unknown,unknown,TRUE,FALSE,cyrillic
424,OTP banka: Mjesečni izvod za maj je dostupan u aplikaciji.,legitimate,sr,bank,notification,FALSE,FALSE,latin
425,Sparkasse BiH: Odbijena transakcija karticom ****8831 u iznosu od 320 KM (nedostatak sredstava).,legitimate,bs,bank,transaction,FALSE,TRUE,latin
426,Hrvatska pošta: Paket HR123456 je na carini. Doplata 18 kn: https://hrposta-carina.net,phishing,hr,post,urgency,TRUE,TRUE,latin
427,MUP BiH: Prijavite lažne SMS poruke na 122 ili u najbližoj policijskoj stanici.,legitimate,bs,police,security,FALSE,FALSE,latin
428,A1 Hrvatska: Vaša pretplata ističe za 24 sata. Produžite odmah: https://a1-hr-produzenje.net,phishing,hr,telecom,scarcity,TRUE,TRUE,latin
429,Wolt Hrvatska: Vaša narudžba iz McDonaldsa je pripremljena. Kurir dolazi za 15 min.,legitimate,hr,delivery,notification,FALSE,FALSE,latin
430,"m:tel: Uspješno ste izvršili plaćanje od 45,00 EUR u Idea marketu. Stanje: 120,50 EUR.",legitimate,me,bank,transaction,FALSE,FALSE,latin
431,Telekom: Vaš broj je prijavljen za spam. Potvrdite da niste vi poslali poruke: https://telekom.rs/spam-potvrda,phishing,sr,unknown,unknown,TRUE,FALSE,latin
432,Prva banka CG: Vaš kredit je odobren. Pozovite 020 123 456 za detalje.,legitimate,me,bank,notification,FALSE,FALSE,latin
433,Čestitamo! Osvojili ste vaučer za B92. Unesite.,phishing,sr,reward,false_reward,FALSE,FALSE,latin
434,Čestitamo! Osvojili ste vaučer za ePorezi. Unesite podatke.,phishing,sr,reward,false_reward,FALSE,FALSE,latin
435,Čestitamo! Osvojili ste besplatno gorivo. Unesite podatke.,phishing,sr,reward,false_reward,FALSE,FALSE,latin
436,CK Banka: Prekoračen limit potrošnje. Doplatite 50 EUR: https://ck-plati.com,phishing,me,bank,threat,TRUE,TRUE,latin
437,MUP je zaprimio zahtev za vašim podacima. Proverite status.,phishing,sr,police,impersonation,FALSE,FALSE,latin
438,Carina CG: Neplaćena carina za pošiljku iz inostranstva. Plaćanje: https://carina-uplata.me,phishing,me,tax,threat,TRUE,TRUE,latin
439,Vaša faktura je spremna za plaćanje.,legitimate,sr,billing,morphological_case_nominative,FALSE,FALSE,latin
440,Banca Intesa: Vaša žiro-račun je uspešno povezan sa aplikacijom.,legitimate,sr,bank,notification,FALSE,FALSE,latin
441,Raiffeisen: Vaš e-banking je ažuriran. Za nastavak unesite novi PIN: https://raiffeisen.rs/ebanking-pin,phishing,sr,unknown,unknown,TRUE,FALSE,latin
442,PostExpress: Vaša pošiljka je zadržana na carini. Doplatite 500 RSD za carinjenje: https://postexpress-carina.net,phishing,sr,post,urgency,TRUE,TRUE,latin
443,Vasa pretplata je obnovljena za naredni mesec.,legitimate,sr,subscription,ascii_approximation_single,FALSE,FALSE,latin
444,Parking Rijeka: Vaša karta nije valjana. Doplatite razliku: http://ri-parking.net,phishing,hr,tax,urgency,TRUE,TRUE,latin
445,A1 Hrvatska: Vaš račun je dospio. Iznos: 135 kn. Platite: https://a1-uplata.hr,phishing,hr,telecom,threat,TRUE,TRUE,latin
446,"Intesa: Ako primite SMS sa linkom, nemojte kliknuti. Prijavite na support@intesabank.rs",legitimate,sr,bank,security,FALSE,FALSE,latin
447,Unesite PIN kod i CVV za verifikaciju.,phishing,sr,bank,data_harvesting,FALSE,FALSE,latin
448,DExpress: Vaša pošiljka DE883291 je oštećena u transportu. Zahtev za odštetu podnesite na: dexpress.rs/osteta ili pozovite 011 555 6666.,phishing,sr,unknown,tricky,FALSE,FALSE,latin
449,Čestitamo! Dobili ste iPhone 15 Pro. Kliknite za dostavu.,phishing,sr,reward,false_reward,FALSE,FALSE,latin
450,DExpress: Vaš paket je oštećen. Zahtev za odštetu: https://dexpress-osteta.net,phishing,sr,delivery,scam,TRUE,TRUE,latin
451,ДЕxпресс: Ваша пошиљка DE556677 је привремено задржана због непотпуне документације. Допуните податке у DExpress апликацији.,legitimate,sr,unknown,unknown,FALSE,FALSE,cyrillic
452,UniCredit Bank: Vaš račun je označen za provjeru. Unesite podatke u roku od 24h: https://unicredit-provjera.ba,phishing,bs,unknown,tricky,TRUE,TRUE,latin
453,Телеком: Ваша претплата за фиксни телефон и интернет је обновљена. Нови период: 01.07.2026 - 31.07.2026. Износ: 2.490 RSD.,legitimate,sr,unknown,tricky,FALSE,FALSE,cyrillic
454,PBZ: PBZ vas nikada neće tražiti da kliknete na link u SMS-u radi potvrde.,legitimate,hr,bank,security,FALSE,FALSE,latin
455,Čestitamo! Dobili ste iPhone 11 Pro. Kliknite sada.,phishing,sr,reward,false_reward,FALSE,FALSE,latin
456,MUP RH: Vaša vozačka dozvola je spremna za preuzimanje. Termin: 01.06.2024. u 10h.,legitimate,hr,police,notification,FALSE,TRUE,latin
457,Пошта Србије: Ваша пошиљка је преусмерена на нову адресу. Потврда у апликацији Моја Пошта.,legitimate,sr,unknown,unknown,FALSE,FALSE,cyrillic
458,Detektovana je prijava s nepoznatog uređaja. Potvrdite.,phishing,sr,bank,threat,FALSE,FALSE,latin
459,Pošta Srbije: Vaš paket broj RS998877 je oštećen. Zahtev za odštetu popunite: https://posta-steta.rs,phishing,sr,post,scam,TRUE,TRUE,latin
460,Raiffeisen: Raiffeisen vas neće tražiti da ažurirate podatke putem SMS linka.,legitimate,sr,bank,security,FALSE,FALSE,latin
461,Телеком: Ваша претплата укључује 20 GB интернета. Потрошено: 15.2 GB. Преостало: 4.8 GB. Проверите детаље у апликацији Moj Telekom.,legitimate,sr,unknown,tricky,FALSE,FALSE,cyrillic
462,Pošte Srpske: Vaša pošiljka je stigla u poštu Prijedor. Broj pošiljke: PSR992211.,legitimate,bs,post,delivery,FALSE,FALSE,latin
463,"Raiffeisen: Vaša kartica ****8832 je korišćena za transakciju od 2.450 RSD (Mercator, Beograd). Stanje: 124.567 RSD.",legitimate,sr,unknown,tricky,FALSE,FALSE,latin
464,Пошта Србије: Ваш пакет чека на царини. Платите царину од 450 RSD: https://rs-posta.net,phishing,sr,post,urgency,TRUE,TRUE,cyrillic
465,m:tel: Vaš račun je neplaćen 2 mjeseca. Blokada SIM kartice za 48h: https://mtel-racun.me,phishing,me,telecom,threat,TRUE,TRUE,latin
466,"m:tel: Vaš račun za 05/2024 iznosi 28,90 EUR. Rok plaćanja: 10.06.2024. Plaćanje u Moj m:tel aplikaciji.",legitimate,me,telecom,bill,FALSE,TRUE,latin
467,MUP: Promjena prebivališta zahtijeva potvrdu. Unesite podatke: http://mup-prebivaliste.com,phishing,bs,police,data_harvesting,TRUE,TRUE,latin
468,Lidl HR: Lidl ne traži podatke o kartici radi preuzimanja kupona.,legitimate,hr,shopping,security,FALSE,FALSE,latin
469,Čestitamo! Osvojili ste vaučer za Kurir. Unesite.,phishing,sr,reward,false_reward,FALSE,FALSE,latin
470,Pošta BiH: Vaša pošiljka je stigla u poštu Sarajevo. Javite se na šalter 4.,legitimate,bs,post,delivery,FALSE,FALSE,latin
471,Телеком Србија: Ваш мтс рачун је неплаћен. Избегните блокаду: https://mts-racun.info,phishing,sr,telecom,threat,TRUE,TRUE,cyrillic
472,Pošta Crne Gore: Vaš paket čeka preuzimanje u Podgorici. Plaćanje skladištenja: https://postacg-skladiste.me,phishing,me,post,urgency,TRUE,TRUE,latin
473,А1: Ваш број је привремено суспендован због техничког одржавања. Потврдите враћање: https://a1.rs/odrzavanje-vracanje,phishing,sr,unknown,unknown,TRUE,FALSE,cyrillic
474,Raiffeisen: Vaš m-banking token je istekao. Generišite novi: https://raiffeisen-token.me,phishing,me,bank,urgency,TRUE,TRUE,latin
475,DExpress: Obaveštenje: Vaš paket je isporučen. Potpis za prijem je zabeležen u sistemu.,legitimate,sr,unknown,unknown,FALSE,FALSE,latin
476,Muller nagradna: Osvojili ste košaricu. Unesite adresu: http://muller-nagrada.com,phishing,neutral,reward,false_reward,TRUE,TRUE,latin
477,Ljuljaska u parku je sigurno pricvrscena.,legitimate,sr,other,ascii_approximation_lj,FALSE,FALSE,latin
478,Interex BiH: Interex ne traži podatke o kartici za ostvarenje popusta.,legitimate,bs,shopping,security,FALSE,FALSE,latin
479,Hrvatska pošta: Paket je spreman. Platite trošak skladištenja od 18 kn prije 24h: http://hp-plati.info,phishing,hr,post,urgency,TRUE,TRUE,latin
480,"Банка Интеза: Детектована пријава са нове локације (Нови Сад, 14:32h). Ако нисте то Ви, позовите 011 20 20 000 одмах.",phishing,sr,unknown,tricky,FALSE,FALSE,cyrillic
481,Avaz.ba: Avaz ne traži lične podatke putem SMS-a.,legitimate,bs,media,security,FALSE,FALSE,latin
482,Raiffeisen BiH: Vaša kartica je blokirana nakon sumnjive transakcije. Otključajte: https://raiffeisen-blokada.ba,phishing,bs,bank,impersonation,TRUE,TRUE,latin
483,МТС: Ваш ТВ пакет је ажуриран. За пријем нових канала потврдите претплату: https://mts.rs/tv-paket-potvrda,phishing,sr,unknown,unknown,TRUE,FALSE,cyrillic
484,Erste: Vaša štednja je ažurirana. Za potvrdu novih uslova kliknite: https://erste.rs/uslovi-stednja-potvrda,phishing,sr,unknown,unknown,TRUE,FALSE,latin
485,Vaš poklon je spreman za slanje.,phishing,sr,reward,morphological_case_nominative,FALSE,TRUE,latin
486,Pošta: Vaša pošiljka je zadržana zbog carinske provere. Unesite fakturu: https://posta.rs/carina-faktura,phishing,sr,unknown,unknown,TRUE,FALSE,latin
487,А1: Ваш СИМ је пријављен као дупликат. Блокирајте стари и активирајте нови: https://a1.rs/sim-duplikat,phishing,sr,unknown,unknown,TRUE,FALSE,cyrillic
488,НЛБ: Ваша штедња је пребачена на нови рачун са бољим условима (3.5% годишње). Потврда у е-banking историји.,legitimate,sr,unknown,tricky,FALSE,FALSE,cyrillic
489,"Поштовани, ваш Apple ID је компромитован. Потврдите идентитет: https://apple-id-verifikacija.com",phishing,sr,account,impersonation,TRUE,TRUE,cyrillic
490,МТС: Ваш месечни извештај о потрошњи је доступан. Укупно: 2.890 RSD. Детаљи: mojmts.rs/racun или у апликацији Moj MTS.,legitimate,sr,unknown,tricky,FALSE,FALSE,cyrillic
491,ProCredit: Godišnji izveštaj o kreditu je dostupan u m-banking aplikaciji.,legitimate,sr,bank,notification,FALSE,FALSE,latin
492,Robot BiH: Robot ne šalje SMS poruke o rasprodaji s linkom.,legitimate,bs,shopping,security,FALSE,FALSE,latin
493,Čestitamo! Osvojili ste iPhone 14 Pro. Kliknite sada.,phishing,sr,reward,false_reward,FALSE,FALSE,latin
494,Yettel: Vaš internet paket od 10 GB je aktiviran. Važi do 30.07.2026. Preostalo: 10 GB. Proverite potrošnju: *100#,legitimate,sr,unknown,tricky,FALSE,FALSE,latin
495,INA: INA ne šalje SMS poruke o povratu novca.,legitimate,hr,utilities,security,FALSE,FALSE,latin
496,Yettel: Vaš ugovor ističe 30.06.2026. Kontaktirajte nas za produženje paketa na 064 123 4567.,legitimate,sr,telecom,reminder,FALSE,TRUE,latin
497,Kliknite da preuzmete nagradu.,phishing,sr,reward,morphological_case_accusative,FALSE,TRUE,latin
498,Telekom Srbija: Vaš mts nalog je zaštićen dvofaktorskom autentifikacijom. Svaka prijava zahteva SMS kod. Uključite u: mojmts.rs/bezbednost,legitimate,sr,unknown,tricky,FALSE,FALSE,latin
499,DHL: Vaša pošiljka je u sortiranju. Očekivana dostava: 22.05.2024. Pratite status na dhl.me,legitimate,me,delivery,notification,FALSE,FALSE,latin
500,Vaša kartica je privremeno blokirana.,phishing,sr,bank,morphological_case_nominative,FALSE,TRUE,latin
501,"Telenor CG: Vaš ugovor je obnovljen. Novi ciklus počinje 01.07.2024. Stanje računa: 0,00 EUR.",legitimate,me,unknown,tricky,FALSE,FALSE,latin
502,Банка Интеза: Ваша штедња је остварила камату од 2.450 RSD за Q2 2026. Детаљи у е-banking апликацији или на шалтеру.,legitimate,sr,unknown,tricky,FALSE,FALSE,cyrillic
503,"Unicredit: Prijava s novog uređaja u Beogradu. Ako ste to Vi, ignorišite poruku.",legitimate,sr,bank,security,FALSE,FALSE,latin
504,CERT Hrvatska: Lažne poruke 'Vaš paket je zadržan' – nemojte plaćati.,legitimate,hr,security,notice,FALSE,FALSE,latin
505,Telekom Srbija: Vaš zahtev za prenos broja je prihvaćen. Prenos će se obaviti 25.05.2026.,legitimate,sr,telecom,notification,FALSE,FALSE,latin
506,Јеттел: Преусмеравање позива је укључено. За искључивање пошаљите SMS са текстом STOP на 1234.,legitimate,sr,unknown,tricky,FALSE,FALSE,cyrillic
507,"MTS: Vaš mesečni račun za jun iznosi 2.345,67 RSD. Rok plaćanja 15.07.2026.",legitimate,sr,telecom,bill,FALSE,TRUE,latin
508,Hitno! Vaš paket čeka na preuzimanje. Ističe za 2h.,phishing,sr,post,urgency,FALSE,TRUE,latin
509,Банка Интеза: Ваш рачун је означен за привремену верификацију. Потврдите идентитет: https://intesabank.rs/verifikacija-privremena,phishing,sr,unknown,unknown,TRUE,FALSE,cyrillic
510,Пошта: Ваша пошиљка је задржана због царинске провере. Унесите фактуру: https://posta.rs/carina-faktura,phishing,sr,unknown,unknown,TRUE,FALSE,cyrillic
511,МУП: Регистрација возила истиче за 48h. Продужите online: https://mup-registracija.help,phishing,sr,police,urgency,TRUE,TRUE,cyrillic
512,А1 Србија: Потрошња је премашила 95% лимита (9.5 GB од 10 GB). Додатни пакет од 2 GB се активира аутоматски за 200 RSD.,legitimate,sr,unknown,tricky,FALSE,FALSE,cyrillic
513,Mercator BiH: Akcija – 20% popusta na svu odeću do 31.05.2026.,legitimate,bs,shopping,promotion,FALSE,FALSE,latin
514,Raiffeisen: Obaveštenje: Vaša kartica će isteći 12/2026. Nova kartica će biti automatski poslata na vašu adresu. Nema potrebe za akcijom.,legitimate,sr,unknown,unknown,FALSE,FALSE,latin
515,Azurirajte podatke da izbegnete suspenziju.,phishing,sr,account,ascii_approximation,FALSE,TRUE,latin
516,Banca Intesa: Vaš račun je uspešno otvoren. Dobrodošli! Početni bonus: 0 RSD naknade za održavanje prvih 6 meseci.,legitimate,sr,unknown,tricky,FALSE,FALSE,latin
517,Рајфајзен: Ваш рачун је означен за рутинску безбедносну проверу. Све трансакције су привремено онемогућене. Контакт: 011 330 3000,phishing,sr,unknown,tricky,FALSE,FALSE,cyrillic
518,ProCredit Bank BiH: ProCredit ne traži da potvrdite identitet putem SMS linka.,legitimate,bs,bank,security,FALSE,FALSE,latin
519,MUP je izdao nalog za pretres zbog nepodmirenih obaveza.,phishing,sr,police,threat,FALSE,FALSE,latin
520,"А1 Србија: Ваш рачун показује необичну потрошњу (850 EUR у 3 дана). За вашу сигурност, број је привремено ограничен. Позовите 064 100 100.",legitimate,sr,unknown,tricky,FALSE,FALSE,cyrillic
521,Јеттел: Ваша поруџбина телефона је послата. Број за праћење: YS883291. Пратите на: yettel.rs,legitimate,sr,unknown,unknown,FALSE,FALSE,cyrillic
522,Hitno potvrdite dostavu paketa pre isteka.,phishing,sr,post,urgency,FALSE,TRUE,latin
523,"MUP BiH: Ako primite SMS od MUP-a koji traži novac, prijavite na 122.",legitimate,bs,police,security,FALSE,FALSE,latin
524,A1: Vaš broj je prenet u drugu mrežu. Potvrdite ili poništite prenos: https://a1.rs/prenos-mreze-potvrda,phishing,sr,unknown,unknown,TRUE,FALSE,latin
525,A1: Vaša opcija 'Porodični paket' je aktivirana. Deljenje minuta i interneta sa 3 člana porodice. Proverite u aplikaciji.,legitimate,sr,unknown,tricky,FALSE,FALSE,latin
526,Podaci o poruci se čuvaju 30 dana.,legitimate,sr,communication,morphological_case_locative,FALSE,FALSE,latin
527,"Banca Intesa: Detektovana transakcija u inostranstvu (London, 1.250 GBP). Ako niste Vi, blokirajte karticu u aplikaciji ili pozovite 011 20 20 000.",phishing,sr,unknown,tricky,FALSE,FALSE,latin
528,Faktor: Najnoviji broj magazina Faktor je u prodaji.,legitimate,bs,media,notice,FALSE,FALSE,latin
529,"HAC: Cestarina za dionicu Zagreb-Macelj iznosi 28,00 kn. Plaćanje putem ENC-a.",legitimate,hr,tax,notice,FALSE,FALSE,latin
530,Vaš nalog je označen za reviziju. Ažurirajte podatke.,phishing,sr,bank,urgency,FALSE,FALSE,latin
531,Čestitamo! Osvojili ste vaučer za WinWin. Unesite.,phishing,sr,reward,false_reward,FALSE,FALSE,latin
532,GLS: Neuspješna dostava. Potvrdite adresu: https://gls-dostava.hr,phishing,hr,delivery,urgency,TRUE,TRUE,latin
533,Vaša pretplata je obnovljena za naredni mesec.,legitimate,sr,subscription,full_diacritic_single,FALSE,FALSE,latin
534,АИК Банка: Ваш рачун је означен за проверу. Унесите податке: https://aik-provera.com,phishing,sr,bank,data_harvesting,TRUE,TRUE,cyrillic
535,Lidl nagradna: Vaš kupon čeka preuzimanje. Potvrdite SMS kodom: http://lidl-kupon.com,phishing,neutral,reward,false_reward,TRUE,TRUE,latin
536,Uprava policije CG: Kazna za prekoračenje brzine -50% ako platite u 12h: https://policija-popust.me,phishing,me,police,scarcity,TRUE,TRUE,latin
537,OTP banka: Vaš nalog je označen za dodatnu verifikaciju zbog promene uređaja. Potvrdite identitet SMS kodom: 558291. Važi 120 sekundi.,legitimate,sr,unknown,tricky,FALSE,FALSE,latin
538,ПроКредит: Никада не откривајте свој е-токен код путем телефона или СМС-а.,legitimate,sr,bank,security,FALSE,FALSE,cyrillic
539,"CBCG: Referentna kamatna stopa od 01.07.2026. iznosi 4,25%.",legitimate,me,bank,notice,FALSE,FALSE,latin
540,Raiffeisen: Podsetnik – transakcija od 12.450 RSD će biti izvršena 25.05.2026.,legitimate,sr,bank,reminder,FALSE,TRUE,latin
541,ДЕxпресс: Ваша наруџбина је преузета од стране курира. Процењено време: 25-35 min. Хвала вам!,legitimate,sr,delivery,notification,FALSE,FALSE,cyrillic
542,Knjiga je uspesno isporucena na vasu adresu.,legitimate,sr,shopping,ascii_approximation_nj,FALSE,FALSE,latin
543,Vaša nagrada čeka na preuzimanje.,phishing,sr,reward,morphological_case_nominative,FALSE,TRUE,latin
544,Čestitamo! Osvojili ste vaučer za Technomax. Unesite.,phishing,sr,reward,false_reward,FALSE,FALSE,latin
545,MUP: Vaša vozačka dozvola je suspendovana zbog nepodmirenih kazni. Plaćanje online: https://mup.gov.rs/vozacka-kazne,phishing,sr,unknown,unknown,TRUE,TRUE,latin
546,Yettel: Vaš ugovor za fiksni internet je produžen. Nova cena: 2.190 RSD/mesečno (umesto 2.490 RSD). Važi od 01.07.2026.,legitimate,sr,unknown,tricky,FALSE,FALSE,latin
547,Parking Rijeka: Budite oprezni – lažne SMS poruke o neplaćenom parkingu.,legitimate,hr,parking,security,FALSE,FALSE,latin
548,Telekom Srbije: Sigurnosni savjet – promijenite lozinku za Moj MTS aplikaciju svaka 3 mjeseca.,legitimate,sr,telecom,security,FALSE,FALSE,latin
549,"MTS: Vaša SIM kartica je aktivirana. Početni balans: 0,00 RSD. Uživajte u usluzi.",legitimate,sr,telecom,notification,FALSE,FALSE,latin
550,МУП: Ваша возачка дозвола је суспендована због неподмирених казни. Плаћање online: https://mup.gov.rs/vozacka-kazne,phishing,sr,unknown,unknown,TRUE,FALSE,cyrillic
551,Erste Bank: Vaš e-token kod je 558291. Važi 120 sekundi. Ne dijelite kod ni s kime.,legitimate,hr,bank,otp,FALSE,FALSE,latin
552,Vaša poruka je uspešno stigla u inbox.,legitimate,sr,communication,morphological_case_nominative,FALSE,FALSE,latin
553,RTCG: Programska šema za vikend je objavljena na sajtu.,legitimate,me,media,notification,FALSE,FALSE,latin
554,MUP: Vaš pasoš je uspešno proizveden. Spreman je za preuzimanje u MUP odeljenju. Radno vreme: 08:00-16:00. Ponesite staru putnu ispravu.,legitimate,sr,unknown,tricky,FALSE,FALSE,latin
555,Čestitamo! Dobili ste besplatnu dostavu na 6 meseci.,phishing,sr,delivery,false_reward,FALSE,FALSE,latin
556,UPS: UPS ne šalje SMS poruke o carinjenju s linkom za plaćanje.,legitimate,neutral,delivery,security,FALSE,FALSE,latin
557,Raiffeisen: Vaš račun je označen za reviziju. Unesite podatke za nastavak: https://raiffeisen.rs/racun-revizija,phishing,sr,unknown,unknown,TRUE,FALSE,latin
558,Detektovana je prijava s nepoznatog uređaja u Beogradu.,phishing,sr,bank,threat,FALSE,FALSE,latin
559,МТС: Освојили сте поене! Искористите их и пријавите се на: https://mtspoints.com,phishing,sr,reward,false_reward,TRUE,TRUE,cyrillic
560,NLB Komercijalna: Vaša kartica je privremeno blokirana na vaš zahtev. Za deblokadu posetite filijalu ili pozovite 011 222 3333.,legitimate,sr,unknown,tricky,FALSE,TRUE,latin
561,Čestitamo! Osvojili ste iPhone 15. Unesite podatke za dostavu: http://nagrada-dobit.com,phishing,neutral,reward,false_reward,TRUE,TRUE,latin
562,Telemach BiH: Telemach ne traži podatke o kartici radi aktivacije paketa.,legitimate,bs,telecom,security,FALSE,FALSE,latin
563,АИК: Ваша картица ће истећи 08/2027. Нова картица је аутоматски наручена.,legitimate,sr,bank,notification,FALSE,FALSE,cyrillic
564,МТС: Ваш број је успешно верификован након привремене суспензије. Све услуге су сада поново активне. Хвала на сарадњи.,legitimate,sr,unknown,unknown,FALSE,FALSE,cyrillic
565,MTS: Vaš mesečni izveštaj o potrošnji je dostupan. Ukupno: 2.890 RSD. Detalji: mojmts.rs/racun ili u aplikaciji Moj MTS.,legitimate,sr,unknown,tricky,FALSE,FALSE,latin
566,OLX BiH: OLX ne šalje SMS poruke o blokadi oglasa.,legitimate,bs,shopping,security,FALSE,FALSE,latin
567,Lidl BiH: Lidl ne šalje SMS poruke s kuponima koji traže podatke.,legitimate,bs,shopping,security,FALSE,FALSE,latin
568,Vaš paket je uspešno carinjen i biće isporučen u roku od 2 radna dana.,legitimate,sr,post,notification,FALSE,FALSE,latin
